age,workclass,education,marital-status,occupation,gender,hours-per-week,experience
17,2,1,4,8,1,20,4
50,1,6,0,3,0,40,31
22,2,6,4,8,1,25,3
30,3,6,4,7,1,40,11
40,4,6,2,2,1,40,21
36,6,9,4,10,1,40,16
25,5,4,4,12,1,50,7
29,3,8,2,6,1,40,14
29,3,6,4,4,1,50,10
22,3,6,4,12,0,40,3
56,3,6,0,10,0,50,37
60,1,9,2,3,1,40,40
37,3,8,2,6,1,50,22
23,6,11,4,0,0,20,7
18,3,8,4,9,0,10,3
36,3,11,0,12,0,45,20
67,4,8,2,3,1,50,52
31,3,8,4,5,1,60,16
26,3,6,2,12,1,48,7
18,3,1,4,0,0,20,5
45,1,9,0,10,0,40,25
64,3,1,2,12,1,40,51
26,3,8,4,12,0,38,11
53,3,11,0,10,0,40,37
27,3,8,4,5,1,28,12
32,3,11,0,6,1,40,16
49,5,8,0,3,0,30,34
59,3,0,2,2,1,40,47
44,3,9,2,10,1,55,24
61,5,8,2,4,1,60,46
41,2,8,0,8,0,40,26
46,6,8,5,0,0,37,31
32,3,8,4,0,1,40,17
29,3,8,4,12,0,35,14
48,3,9,4,3,1,40,28
32,3,11,0,3,0,30,16
21,3,8,4,5,0,35,6
50,5,10,2,10,1,50,29
44,1,9,2,10,1,44,24
51,3,8,5,0,0,40,36
42,3,8,2,2,1,40,27
27,3,6,4,11,0,40,8
70,5,8,2,3,1,3,55
33,3,8,0,3,0,40,18
65,5,8,2,4,1,60,50
39,3,9,4,0,1,40,19
32,3,8,2,2,1,40,17
30,3,11,0,10,0,40,14
43,4,11,2,3,1,40,27
31,3,3,4,7,1,40,20
64,0,6,0,0,0,40,45
37,1,11,5,11,1,52,21
49,5,8,0,12,1,40,34
29,3,1,4,6,1,48,16
35,1,8,0,3,1,40,20
37,3,4,2,10,1,45,19
42,6,9,2,10,1,50,22
21,2,11,4,8,1,40,5
23,3,4,4,12,1,40,5
35,1,8,4,7,0,40,20
29,6,5,2,11,1,40,12
23,3,11,4,7,0,25,7
21,3,11,4,7,0,20,5
45,3,6,4,10,1,40,26
24,2,6,4,8,1,50,5
38,3,8,4,5,1,50,23
28,2,0,4,8,0,38,16
23,3,8,4,12,0,48,8
39,5,6,4,12,1,60,20
45,3,9,2,3,1,50,25
68,3,4,0,3,0,43,50
60,0,5,0,10,1,40,43
38,6,7,2,10,0,40,16
41,3,2,5,2,1,40,27
48,3,8,0,2,1,40,33
33,3,8,2,6,1,40,18
48,3,5,2,2,1,40,31
23,1,11,4,0,0,20,7
26,3,3,2,2,1,45,15
55,4,6,2,3,1,50,36
35,6,9,2,10,1,75,15
52,3,11,2,3,1,55,36
46,6,8,5,0,0,38,31
72,2,8,2,8,1,1,57
18,3,8,4,7,0,30,3
62,1,8,0,14,1,40,47
22,3,11,4,14,0,30,6
40,3,11,2,0,0,40,24
26,3,11,2,12,1,50,10
35,3,4,3,12,0,36,17
25,5,8,4,12,0,40,10
46,2,5,2,8,0,35,29
39,3,6,3,2,1,50,20
41,3,11,2,2,1,45,25
59,3,6,2,5,1,40,40
37,3,8,2,2,1,40,22
38,3,11,2,2,1,43,22
33,3,6,4,3,1,40,14
23,3,4,2,7,0,40,5
67,5,9,6,10,1,2,47
60,3,6,0,10,0,48,41
39,4,6,2,10,1,50,20
32,5,8,2,14,1,60,17
26,3,6,4,10,0,45,7
39,3,8,0,13,0,50,24
28,3,11,4,0,0,40,12
29,3,1,0,2,0,52,16
43,3,5,2,2,1,50,26
23,3,11,4,13,1,25,7
32,3,6,2,12,1,45,13
33,5,11,2,10,0,60,17
45,3,8,0,7,0,35,30
48,3,8,0,2,1,40,33
43,1,10,2,10,1,45,22
50,5,8,2,14,1,40,35
63,3,6,4,13,1,40,44
55,3,8,2,2,1,40,40
22,3,6,4,3,0,35,3
32,5,8,4,7,1,60,17
27,3,4,2,3,1,55,9
22,3,6,4,12,0,15,3
44,3,8,0,14,1,68,29
34,3,8,5,7,0,40,19
28,3,8,4,6,0,40,13
40,3,9,2,10,0,24,20
45,3,11,2,14,1,55,29
17,3,0,4,7,1,15,5
53,5,2,2,2,1,45,39
58,3,4,2,2,1,40,40
55,5,8,4,2,1,35,40
44,1,5,4,2,1,44,27
40,5,8,2,2,1,30,25
58,5,9,2,3,1,50,38
38,3,8,2,2,1,40,23
62,3,3,4,9,0,22,51
31,3,5,2,2,1,38,14
31,3,1,2,2,1,40,18
30,3,8,4,3,1,45,15
37,3,8,0,0,0,40,22
38,1,8,4,2,1,40,23
58,1,2,2,4,1,40,44
30,3,6,2,3,1,50,11
28,3,5,4,10,0,40,11
46,3,11,0,3,0,70,30
34,3,6,4,13,0,40,15
39,4,11,0,2,1,99,23
61,4,11,6,12,0,20,45
30,5,5,0,6,0,40,13
31,3,8,5,7,0,40,16
21,3,8,4,0,1,40,6
50,3,8,2,6,1,58,35
47,3,8,4,0,1,33,32
20,3,8,4,5,1,40,5
23,3,6,4,7,0,30,4
20,3,8,4,5,1,45,5
33,3,6,2,12,1,50,14
30,3,11,4,0,0,30,14
43,1,11,0,11,0,40,27
23,3,11,4,5,1,60,7
34,3,6,2,3,1,50,15
25,3,11,4,0,1,40,9
50,3,8,2,10,0,40,35
44,3,9,2,3,0,24,24
26,3,11,0,10,0,40,10
35,3,7,4,10,0,80,13
48,5,8,0,10,1,15,33
26,3,8,4,6,1,40,11
41,1,9,0,10,0,40,21
25,3,6,4,7,1,40,6
33,3,5,4,10,0,55,16
24,3,6,2,3,0,40,5
31,3,6,3,0,0,40,12
24,1,4,4,10,0,2,6
41,3,3,4,9,0,40,30
38,1,11,2,2,1,45,22
19,3,8,4,2,1,40,4
19,3,8,4,0,1,40,4
24,3,8,4,7,1,40,9
59,2,6,2,8,1,40,40
67,3,9,3,3,1,55,47
49,3,0,0,6,1,40,37
35,3,5,2,13,1,40,18
44,3,11,2,3,1,45,28
58,2,11,2,8,1,40,42
22,3,4,4,11,1,60,4
21,6,11,4,3,1,10,5
50,3,11,2,5,1,50,34
44,1,4,2,10,1,48,26
36,1,11,2,0,1,40,20
30,0,11,2,0,1,48,14
52,3,8,2,12,1,40,37
35,5,8,2,2,1,90,20
48,1,5,4,11,1,48,31
23,3,8,2,12,1,40,8
37,3,9,4,12,1,50,17
44,4,9,2,10,1,55,24
44,3,8,2,14,1,50,29
36,3,6,0,10,1,40,17
26,6,11,2,3,1,12,10
31,4,6,4,10,1,45,12
23,2,8,4,8,1,12,8
29,3,8,2,2,1,50,14
53,3,8,6,2,0,40,38
52,3,5,2,3,1,40,35
55,3,8,2,5,1,40,40
31,3,0,2,12,1,40,19
19,2,8,4,8,0,16,4
64,2,8,6,8,0,30,49
55,3,8,2,12,1,40,40
48,3,9,2,10,1,55,28
20,3,8,4,2,0,40,5
50,1,8,2,0,0,30,35
45,4,6,2,3,1,51,26
17,3,0,4,5,1,10,5
38,3,8,0,7,0,25,23
43,3,8,0,3,0,40,28
22,3,8,2,2,1,30,7
63,3,8,0,2,0,40,48
36,3,6,2,3,1,45,17
56,3,6,2,10,1,50,37
43,6,10,2,10,1,40,22
41,3,6,2,13,1,45,22
41,3,8,0,0,0,40,26
36,3,6,0,10,1,45,17
59,3,7,2,10,1,50,37
46,1,4,2,3,1,44,28
23,3,6,4,10,0,36,4
46,5,11,5,10,1,20,30
53,3,6,2,0,1,40,34
47,3,8,4,6,1,56,32
46,0,9,4,10,0,40,26
47,3,8,2,2,1,56,32
29,3,8,2,6,1,30,14
32,3,5,0,3,0,40,15
63,3,6,2,2,1,49,44
23,3,5,4,10,1,40,6
23,3,5,4,0,0,40,6
44,3,11,2,0,0,30,28
17,3,0,4,7,0,12,5
56,3,5,2,13,1,40,39
58,0,0,2,2,1,40,46
45,3,6,2,0,1,45,26
25,3,8,2,5,1,40,10
36,3,6,2,10,0,35,17
32,3,5,2,13,0,24,15
25,3,8,4,7,1,30,10
29,0,11,2,0,1,40,13
23,3,8,4,0,1,60,8
41,3,9,2,10,1,55,21
48,6,6,2,3,1,40,29
29,3,8,2,14,1,60,14
27,2,9,4,8,1,20,7
55,3,11,2,2,1,40,39
30,3,1,2,5,1,40,17
45,3,11,6,7,0,40,29
50,3,8,0,2,1,40,35
22,3,8,4,2,1,50,7
30,3,8,2,5,1,44,15
20,3,11,4,12,0,20,4
29,5,8,2,12,1,35,14
56,3,11,2,6,1,40,40
63,3,6,2,0,1,40,44
20,3,8,4,5,1,40,5
38,6,8,2,0,0,40,23
31,3,8,2,2,1,40,16
21,3,11,4,12,1,35,5
47,3,0,2,6,1,46,35
25,1,6,4,13,0,40,6
31,3,11,5,0,0,38,15
28,3,8,4,3,0,40,13
38,3,8,2,14,1,99,23
30,1,6,2,11,1,40,11
39,4,8,2,3,1,40,24
27,3,6,4,10,0,36,8
26,3,11,4,3,0,40,10
47,3,8,4,0,0,40,32
27,5,8,4,2,1,50,12
43,3,11,2,11,1,32,27
32,1,6,4,10,1,55,13
20,3,11,4,12,1,30,4
21,1,2,4,5,0,20,7
32,3,5,4,10,1,40,15
37,3,5,0,6,1,48,20
45,3,8,2,2,1,40,30
37,4,4,2,12,1,40,19
54,2,3,0,8,0,15,43
24,3,6,4,10,1,25,5
28,2,1,4,8,1,30,15
23,3,11,4,4,1,40,7
54,2,8,2,8,1,40,39
40,3,8,2,6,1,40,25
38,3,11,2,2,1,48,22
71,3,0,2,6,1,40,59
51,3,11,0,0,0,40,35
52,5,11,4,0,1,5,36
30,3,6,4,12,0,40,11
34,3,8,2,2,1,40,19
38,3,0,0,6,0,40,26
43,0,5,4,10,0,40,26
43,3,1,4,14,1,42,30
36,0,11,4,3,1,40,20
24,6,11,4,0,0,40,8
55,3,0,2,7,0,40,43
51,3,9,2,10,1,60,31
43,1,8,0,3,0,40,28
28,3,8,0,11,1,40,13
54,3,4,2,12,1,45,36
47,3,11,2,10,1,40,31
47,3,6,2,12,1,55,28
47,3,11,2,7,1,57,31
38,3,11,4,0,0,35,22
19,3,8,4,12,0,25,4
22,3,11,4,0,0,25,6
55,1,9,2,10,1,40,35
44,3,11,5,12,0,35,28
44,1,9,2,10,0,40,24
28,0,6,4,11,1,50,9
30,1,11,4,14,0,40,14
39,1,8,4,3,0,40,24
43,6,8,0,3,0,40,28
24,3,6,4,12,0,40,5
27,1,5,4,11,1,56,10
41,1,11,2,4,1,40,25
28,3,8,4,14,1,40,13
61,3,8,2,10,1,30,46
27,3,1,0,6,0,40,14
49,3,11,0,0,0,32,33
20,3,11,2,2,1,40,4
41,3,6,4,10,0,40,22
28,1,8,2,2,1,40,13
36,3,8,0,6,1,40,21
44,5,6,0,2,1,40,25
51,3,6,2,0,0,20,32
40,3,11,0,10,0,38,24
19,3,8,4,2,0,40,4
54,3,11,2,10,0,40,38
55,5,8,0,2,1,40,40
57,3,5,6,10,0,40,40
29,3,11,5,9,0,30,13
51,3,8,0,12,0,43,36
44,3,8,0,7,1,37,29
35,1,5,2,11,1,42,18
40,3,8,0,14,1,40,25
25,3,11,2,2,1,60,9
33,3,6,4,10,1,36,14
32,3,11,4,6,0,40,16
22,3,8,4,13,0,40,7
39,3,11,2,12,0,40,23
18,5,8,4,4,1,40,3
43,3,8,0,0,0,45,28
46,3,8,4,13,1,40,31
63,3,11,2,12,1,48,47
40,2,11,2,8,1,8,24
59,3,6,2,3,1,60,40
40,1,9,4,10,0,40,20
23,3,8,4,7,1,35,8
64,2,8,2,8,1,10,49
36,3,5,2,12,1,60,19
48,3,8,0,6,0,40,33
43,3,11,2,10,0,40,27
18,3,0,4,7,0,30,6
17,3,1,4,2,1,16,4
36,3,10,2,10,1,50,15
53,3,8,2,6,1,40,38
36,6,11,0,3,0,39,20
20,3,8,4,5,1,40,5
22,3,6,4,12,0,60,3
34,3,6,2,10,1,40,15
39,3,1,0,7,1,40,26
57,3,11,6,7,0,40,41
30,3,0,0,7,0,40,18
37,3,10,2,10,1,60,16
51,3,8,2,6,1,40,36
38,3,8,4,14,1,40,23
34,3,8,4,3,0,35,19
47,0,8,3,0,0,40,32
28,5,8,2,4,1,40,13
25,3,0,4,7,1,24,13
25,3,11,4,3,0,60,9
50,3,9,2,3,1,65,30
50,3,8,2,2,1,40,35
43,3,6,2,2,1,48,24
27,3,8,4,14,1,75,12
32,3,8,2,2,1,50,17
44,3,0,4,4,1,35,32
19,3,8,4,12,0,20,4
53,4,11,6,3,1,40,37
21,3,8,4,11,1,40,6
26,3,8,4,14,1,40,11
68,3,8,2,14,1,12,53
31,3,11,2,12,1,57,15
32,3,6,4,3,1,50,13
33,3,9,4,0,1,40,13
49,2,8,4,8,1,40,34
24,3,1,2,2,1,65,11
30,3,8,2,12,1,42,15
49,3,8,2,2,1,40,34
18,3,1,4,5,1,40,5
30,6,11,4,0,0,37,14
51,3,8,2,2,1,40,36
52,3,11,2,10,1,40,36
52,3,8,0,7,1,30,37
23,1,8,4,7,1,32,8
23,5,0,4,2,1,60,11
36,3,8,2,6,1,48,21
19,3,1,4,2,1,25,6
53,5,8,2,2,1,60,38
17,3,1,4,5,1,25,4
69,3,8,6,5,0,8,54
46,1,6,0,10,0,40,27
33,3,8,5,13,1,46,18
40,3,11,2,6,1,45,24
56,3,11,2,14,1,60,40
29,1,9,2,10,1,40,9
41,3,11,0,0,0,38,25
22,3,8,2,12,1,45,7
31,3,6,2,2,1,46,12
35,3,6,4,10,0,40,16
38,3,11,2,6,1,40,22
17,3,0,4,7,0,10,5
39,3,0,2,2,1,40,27
27,5,11,4,7,1,40,11
50,3,8,4,0,0,40,35
56,1,8,2,14,1,40,41
38,5,11,2,4,0,15,22
52,6,8,2,11,1,40,37
26,1,6,4,10,1,38,7
43,3,8,0,7,0,40,28
45,3,6,4,3,0,42,26
41,4,5,2,3,1,40,24
30,3,4,0,0,0,25,12
24,3,11,2,2,1,40,8
43,1,11,0,7,0,20,27
44,3,6,2,3,1,70,25
54,3,8,0,14,1,40,39
23,3,6,4,10,0,40,4
33,5,8,2,12,1,60,18
18,3,1,4,7,1,16,5
38,3,11,5,10,0,40,22
41,5,5,2,4,1,45,24
22,2,2,4,8,1,48,8
70,2,8,2,8,1,40,55
58,5,0,2,2,0,35,46
60,5,9,0,10,0,10,40
24,1,0,4,2,1,65,12
61,3,1,0,7,0,36,48
35,1,6,2,2,1,40,16
19,3,11,4,10,0,40,3
52,3,8,4,0,0,40,37
38,5,6,2,12,1,50,19
39,5,8,2,12,1,40,24
33,5,6,2,2,1,50,14
52,3,8,0,0,0,40,37
41,3,8,5,6,0,44,26
37,3,11,2,12,1,55,21
38,1,6,2,10,1,45,19
27,3,11,4,3,0,40,11
38,3,9,4,0,0,40,18
38,5,6,2,10,1,60,19
49,5,8,2,13,1,30,34
38,3,6,4,12,1,45,19
22,3,8,4,6,1,55,7
40,0,4,2,10,1,40,22
20,3,8,2,2,1,40,5
34,0,7,4,10,0,99,12
24,3,9,4,0,1,56,4
58,0,6,5,10,1,40,39
24,3,11,4,0,0,40,8
43,3,8,4,2,1,45,28
38,3,8,4,3,0,40,23
42,3,8,2,2,1,40,27
27,3,11,2,6,1,40,11
18,3,0,4,12,0,20,6
37,3,8,4,2,1,48,22
48,3,8,0,14,1,65,33
50,4,6,2,3,1,50,31
57,3,8,5,12,0,35,42
36,1,11,2,11,1,60,20
41,3,8,2,4,1,40,26
34,5,8,2,4,0,12,19
23,3,8,4,2,1,1,8
35,3,8,2,11,1,55,20
32,3,8,2,2,1,40,17
33,3,6,4,10,1,50,14
32,4,5,2,3,1,40,15
31,3,11,2,2,1,40,15
32,5,11,2,12,1,50,16
40,3,8,2,7,1,40,25
27,5,8,4,11,1,30,12
34,1,8,4,11,1,40,19
35,3,5,2,7,0,40,18
29,3,11,2,3,1,40,13
41,3,8,5,7,0,20,26
33,6,7,2,10,0,48,11
22,2,8,2,8,0,20,7
52,3,6,2,10,1,40,33
20,3,8,2,2,1,40,5
18,1,1,4,11,1,10,5
63,3,6,2,10,1,50,44
58,3,8,2,12,1,40,43
23,5,8,0,7,0,50,8
59,3,8,2,2,1,40,44
49,5,11,2,3,1,40,33
23,1,6,4,10,0,15,4
17,2,0,4,8,1,40,5
20,3,1,4,5,1,40,7
36,3,5,2,3,1,50,19
64,3,11,6,3,0,3,48
34,3,11,4,3,0,40,18
63,3,4,3,0,0,35,45
51,3,8,4,0,0,40,36
40,6,11,0,0,0,35,24
55,3,3,2,2,1,55,44
35,3,8,0,2,1,46,20
30,3,6,4,6,1,25,11
47,2,6,2,8,1,18,28
29,3,0,4,2,1,40,17
17,2,1,4,8,0,8,4
32,5,10,2,10,1,45,11
55,3,6,2,6,1,40,36
47,1,11,0,3,1,56,31
50,3,6,0,7,1,40,31
42,3,8,2,2,1,45,27
32,5,11,2,2,1,55,16
60,3,4,2,12,1,30,42
53,3,8,2,2,1,40,38
58,3,6,6,3,1,40,39
45,3,6,4,10,1,30,26
31,3,8,4,3,1,40,16
32,5,8,4,2,1,40,17
37,3,11,0,7,0,30,21
28,3,11,4,0,0,60,12
26,3,2,4,2,1,40,12
47,4,8,2,3,1,80,32
34,3,11,2,3,1,50,18
42,3,8,0,6,1,40,27
48,3,6,2,13,0,40,29
32,3,8,4,6,0,40,17
35,3,5,2,3,0,42,18
46,1,7,2,10,0,52,24
38,3,11,2,7,1,40,22
49,2,8,3,8,1,70,34
35,3,6,2,0,1,40,16
61,2,8,0,8,1,40,46
45,3,4,0,0,1,35,27
31,3,6,4,3,1,40,12
52,4,11,2,3,1,60,36
20,3,11,4,5,1,50,4
64,2,1,2,8,1,30,51
20,2,11,4,8,1,40,4
24,3,9,4,13,1,50,4
29,3,5,2,2,1,40,12
23,3,6,4,3,0,40,4
34,6,8,2,0,1,40,19
54,3,9,6,0,0,38,34
21,3,11,4,7,0,30,5
23,3,6,4,0,0,30,4
55,3,9,2,3,1,40,35
42,2,8,3,8,1,35,27
60,3,8,0,13,0,40,45
37,3,4,0,2,1,40,19
47,3,8,0,14,1,40,32
20,6,11,4,0,1,40,4
53,3,6,4,7,1,40,34
34,3,8,2,6,0,40,19
43,3,11,0,10,0,40,27
24,5,11,2,14,1,60,8
23,3,8,4,11,1,40,8
29,3,5,4,6,1,40,12
58,3,11,0,0,0,40,42
55,2,4,2,8,1,40,37
40,3,9,4,0,0,40,20
43,0,11,2,0,0,40,27
25,6,9,4,3,1,40,5
23,1,6,4,10,1,24,4
34,4,8,2,2,1,50,19
26,3,11,5,12,0,35,10
60,3,7,4,10,0,65,38
39,3,8,2,14,1,50,24
21,3,8,4,7,1,40,6
45,3,8,2,14,1,45,30
33,3,11,4,3,1,40,17
26,3,6,4,3,1,70,7
39,3,11,0,0,0,45,23
29,3,4,4,10,0,40,11
29,2,11,4,8,0,40,13
52,3,1,2,7,1,40,39
34,3,6,2,7,1,30,15
24,3,8,4,6,1,48,9
34,5,9,2,4,1,60,14
53,5,3,2,4,1,70,42
31,3,8,5,2,1,40,16
58,3,8,0,12,0,15,43
50,5,9,2,12,1,55,30
32,3,8,2,2,1,40,17
57,3,8,0,7,0,40,42
32,3,8,4,12,0,45,17
37,5,11,4,2,1,40,21
51,3,8,2,0,0,40,36
33,5,4,0,12,1,60,15
53,1,8,3,14,0,35,38
32,3,8,0,12,1,50,17
30,3,11,2,2,1,40,14
19,3,11,4,0,0,20,3
33,3,6,3,7,0,24,14
31,3,5,4,0,0,40,14
28,3,11,4,0,0,40,12
19,3,2,4,7,0,20,5
27,3,8,2,12,1,60,12
24,3,6,4,10,0,40,5
46,3,8,0,14,1,54,31
31,3,6,4,3,0,40,12
60,3,11,2,14,1,40,44
21,3,0,5,12,0,38,9
38,2,1,4,8,0,32,25
31,3,5,0,14,1,40,14
26,3,6,2,12,1,40,7
46,3,8,0,9,0,25,31
25,4,8,2,3,1,60,10
23,1,11,4,0,1,30,7
53,4,9,2,3,1,40,33
42,2,9,2,8,0,48,22
29,3,8,2,0,0,40,14
45,3,11,2,10,1,50,29
70,3,6,0,0,1,40,51
55,4,6,2,12,1,60,36
40,6,7,2,10,1,50,18
17,3,0,4,7,1,30,5
18,3,8,4,2,1,40,3
34,3,9,4,12,1,60,14
41,3,11,0,0,0,40,25
28,3,6,4,0,1,40,9
23,6,8,4,11,1,40,8
32,3,11,4,3,1,40,16
36,3,8,0,3,1,45,21
26,3,8,4,0,1,50,11
62,3,6,6,13,0,7,43
35,3,4,0,0,0,40,17
25,1,6,4,10,0,40,6
28,3,8,2,14,1,50,13
21,3,11,4,0,0,25,5
31,3,0,2,14,1,40,19
23,3,4,4,7,1,25,5
58,4,6,2,10,1,40,39
55,1,9,2,10,1,40,35
54,3,8,2,2,1,40,39
33,3,8,2,14,1,40,18
28,3,1,2,5,1,40,15
40,3,1,2,6,1,30,27
33,5,6,2,12,1,80,14
27,3,10,4,10,1,10,6
55,3,8,0,0,1,25,40
53,3,8,5,14,1,45,38
23,3,2,4,14,1,46,9
66,3,8,6,2,1,16,51
34,5,5,2,3,1,60,17
39,3,0,0,14,1,40,27
21,3,11,4,0,0,40,5
26,3,11,3,0,0,35,10
21,3,8,4,0,0,40,6
59,3,8,2,12,1,40,44
61,3,0,2,14,1,40,49
30,3,6,2,12,1,50,11
22,3,5,2,6,1,40,5
47,3,8,0,6,0,30,32
50,3,8,0,7,1,40,35
67,3,6,0,3,0,5,48
59,1,0,2,2,1,40,47
35,3,4,4,7,0,80,17
56,5,11,3,4,0,20,40
28,3,8,4,0,1,40,13
34,3,8,0,3,0,50,19
63,3,0,6,4,0,56,51
48,3,11,2,2,1,40,32
41,0,11,2,10,1,44,25
26,3,11,4,5,0,20,10
47,3,0,2,12,1,52,35
29,5,5,2,4,1,50,12
30,3,8,4,5,1,40,15
19,3,8,4,12,1,20,4
27,3,6,4,0,0,37,8
59,5,8,2,4,1,70,44
19,3,8,4,2,1,40,4
45,3,3,2,5,1,40,34
37,3,8,4,0,1,40,22
44,1,7,3,10,0,38,22
34,0,6,2,0,1,38,15
30,3,6,4,13,0,35,11
30,3,6,2,3,1,40,11
56,3,1,5,7,0,40,43
19,3,8,4,7,0,40,4
45,3,9,2,3,1,43,25
21,3,11,4,0,0,40,5
34,5,8,2,4,1,45,19
27,3,6,2,3,1,50,8
44,1,9,4,10,0,40,24
33,3,6,4,3,1,40,14
32,3,11,4,3,0,50,16
37,3,11,2,2,1,40,21
26,3,6,4,12,0,48,7
49,3,8,2,2,1,60,34
20,3,11,4,10,0,30,4
37,3,11,2,2,1,40,21
44,3,6,4,13,1,35,25
30,1,8,2,2,1,40,15
55,1,8,2,7,1,40,40
36,3,1,2,6,1,40,23
29,3,2,4,13,1,40,15
19,2,11,4,8,1,22,3
45,6,5,2,11,1,40,28
38,4,6,2,12,1,55,19
42,3,11,4,2,1,40,26
27,3,5,4,3,0,40,10
20,3,11,4,0,1,25,4
43,3,6,2,10,1,35,24
21,3,8,4,0,1,40,6
33,3,6,4,10,0,40,14
36,5,8,2,2,1,80,21
34,3,2,2,7,1,40,20
54,3,11,2,3,1,44,38
30,3,8,2,2,1,40,15
63,3,8,2,6,1,40,48
36,3,6,2,3,1,50,17
25,3,6,4,3,1,50,6
72,2,4,6,8,0,40,54
55,3,8,0,2,1,40,40
44,3,11,2,10,1,45,28
41,3,8,4,6,0,40,26
20,2,11,4,8,1,40,4
47,3,4,2,10,1,40,29
71,2,11,2,8,1,20,55
41,3,6,4,10,1,40,22
35,3,8,2,14,1,40,20
18,3,8,4,0,0,40,3
23,3,8,0,7,0,30,8
57,3,6,2,3,1,40,38
25,4,11,4,12,0,35,9
64,2,5,2,8,0,15,47
35,5,6,4,10,0,40,16
61,3,5,2,0,1,40,44
36,6,6,0,10,0,55,17
18,3,2,4,12,0,15,4
21,3,11,3,12,0,20,5
43,2,4,0,8,0,35,25
32,1,8,2,14,1,40,17
52,3,2,2,6,1,45,38
48,3,8,2,2,1,55,33
40,3,6,0,10,0,40,21
35,3,8,2,3,1,40,20
22,2,11,5,8,0,25,6
42,3,8,0,0,0,40,27
34,3,11,2,6,1,40,18
27,3,4,2,13,1,40,9
47,5,6,4,4,1,65,28
65,5,3,2,2,1,45,54
61,4,9,6,3,0,99,41
18,3,11,4,12,1,28,2
49,2,8,2,8,1,40,34
48,3,7,2,10,1,45,26
26,3,11,4,14,1,75,10
30,3,6,4,12,1,40,11
68,5,8,2,4,1,50,53
23,3,8,2,12,1,80,8
65,5,8,2,3,1,24,50
32,3,6,2,0,1,44,13
44,3,9,2,3,1,40,24
48,1,9,2,10,0,40,28
24,3,5,4,13,1,45,7
58,3,11,4,4,1,40,42
32,1,11,3,10,1,50,16
54,3,9,0,3,1,50,34
35,3,9,4,10,1,45,15
35,3,4,0,3,0,50,17
24,3,8,4,12,1,40,9
50,3,8,2,10,1,40,35
38,5,8,5,2,1,40,23
57,1,8,2,3,1,40,42
38,3,11,4,12,1,60,22
49,3,8,4,2,1,40,34
25,3,6,4,13,0,16,6
56,3,11,3,14,1,40,40
32,3,1,0,7,0,40,19
22,3,6,4,10,1,40,3
23,2,11,4,8,1,40,7
33,3,8,2,2,1,40,18
42,3,11,0,0,0,12,26
62,5,8,2,14,1,48,47
24,2,3,4,8,1,40,13
26,1,6,4,11,1,40,7
46,3,11,0,2,1,40,30
33,3,6,5,12,0,50,14
65,2,8,2,8,1,1,50
46,3,11,2,2,1,40,30
43,1,5,0,3,0,40,26
43,3,8,2,2,1,40,28
35,3,0,2,2,1,40,23
48,3,8,6,5,0,48,33
55,0,6,2,3,1,40,36
45,3,5,2,2,1,40,28
56,3,6,2,3,1,40,37
59,0,9,4,3,1,40,39
56,1,8,2,2,1,40,41
21,3,8,4,7,1,10,6
26,3,1,2,3,1,40,13
38,3,8,4,7,0,40,23
27,3,11,4,0,0,40,11
37,6,9,2,10,1,60,17
63,5,8,2,2,1,30,48
27,6,8,4,14,1,38,12
20,3,11,4,12,1,25,4
26,3,9,2,10,1,40,6
21,2,0,4,8,1,40,9
51,5,4,2,3,1,40,33
28,3,4,2,10,1,40,10
39,3,5,0,7,0,40,22
35,3,9,2,12,1,55,15
21,2,11,4,8,0,43,5
54,1,5,2,14,1,40,37
24,3,11,4,0,0,40,8
36,3,6,4,3,0,40,17
70,2,11,2,8,1,10,54
52,3,8,0,2,1,40,37
64,3,8,2,6,1,40,49
43,3,11,0,2,1,40,27
44,3,5,4,9,1,25,27
47,0,8,5,0,0,40,32
32,3,2,2,5,1,40,18
20,3,11,4,12,0,30,4
33,3,11,4,0,0,38,17
52,3,8,0,0,0,40,37
31,3,8,2,12,0,18,16
62,5,8,4,7,0,6,47
44,3,11,0,2,1,55,28
28,1,8,2,11,1,40,13
68,1,9,6,10,0,40,48
40,0,11,4,0,0,40,24
22,3,8,4,6,0,40,7
37,5,6,0,13,1,15,18
62,3,9,4,10,1,70,42
37,3,6,2,3,1,50,18
35,3,8,4,12,1,40,20
44,3,8,2,12,1,68,29
41,3,5,2,12,1,40,24
36,1,6,0,10,1,40,17
26,3,6,0,7,0,45,7
48,0,8,2,14,1,40,33
21,3,8,4,7,0,28,6
39,3,10,2,2,1,40,18
38,3,5,0,10,0,40,21
44,3,5,2,2,1,40,27
56,3,0,2,12,0,30,44
25,3,3,4,14,1,40,14
32,1,6,4,10,0,50,13
47,3,11,4,0,0,40,31
26,3,11,4,5,1,40,10
31,3,6,4,10,0,60,12
23,3,5,4,3,1,40,6
41,0,11,0,10,0,40,25
55,5,11,2,3,1,25,39
23,3,11,0,3,0,25,7
45,3,8,2,0,1,40,30
42,1,6,2,3,1,40,23
29,3,11,4,10,1,15,13
48,3,9,2,3,1,40,28
36,3,11,0,2,1,40,20
52,4,6,2,12,1,50,33
46,3,5,0,2,1,40,29
34,3,11,4,0,1,40,18
27,6,4,4,0,0,40,9
18,3,8,4,6,0,40,3
18,3,11,4,7,0,24,2
64,2,11,2,8,1,40,48
36,3,9,2,3,1,45,16
